year,assists,goals,hockeyAssists,completions,throwAttempts,throwaways,stalls,callahansThrown,yardsReceived,yardsThrown,hucksAttempted,hucksCompleted,catches,drops,blocks,callahans,pulls,obPulls,recordedPulls,recordedPullsHangtime,oPointsPlayed,oPointsScored,dPointsPlayed,dPointsScored,secondsPlayed,oOpportunities,oOpportunityScores,dOpportunities,dOpportunityStops,firstName,lastName,id,team
2021,1,1,6,60,65,5,0,0,68,394,2,2,59,1,5,0,0,0,0,0,17,10,70,14,5246,54,24,98,39,Brett,Hidaka,bhidaka,windchill
2021,2,0,1,10,11,0,0,0,35,123,2,2,8,0,0,0,1,0,1,5011,0,0,54,9,3193,24,9,68,26,Kevin,O'Brien,kobrien,thunderbirds
2019,5,4,7,43,45,2,0,0,0,0,0,0,47,1,6,0,39,1,33,205050,22,14,72,19,5927,70,33,104,53,Joey,Cretella,jcretella,flyers
2021,0,0,0,1,1,0,0,0,5,14,0,0,1,0,1,0,0,0,0,0,0,0,20,2,932,6,2,24,7,Clayton,Carey,ccarey,thunderbirds
2014,3,6,2,23,25,2,0,0,0,0,0,0,29,1,6,0,29,2,24,110010,4,0,75,22,4486,61,22,111,64,Mark,Fedorenko,,
2021,1,4,2,20,23,2,0,0,79,258,1,1,20,0,2,0,0,0,0,0,6,5,57,15,3456,34,20,70,30,Alex,Cameron,acameron,outlaws
2016,31,39,29,274,297,18,0,0,0,0,0,0,309,8,7,0,9,1,6,28216,237,163,76,33,17980,417,196,281,192,Mark,Fedorenko,mfedorenk,thunderbirds
2014,15,18,7,92,111,16,2,0,0,0,0,0,107,1,17,0,155,11,132,592408,62,31,211,72,14070,252,103,344,193,Erik,Hunter,,
2019,5,6,6,128,132,4,0,0,0,0,0,0,97,0,1,0,1,0,1,4100,59,33,53,23,7758,126,55,119,71,Dylan,Power,dpower,radicals
2019,2,3,2,54,61,6,0,0,0,0,0,0,67,1,16,0,0,0,0,0,52,18,121,24,10041,154,42,216,108,Paul,Renaud,prenaud,outlaws
2021,4,6,3,43,49,5,0,0,501,188,3,2,53,3,3,0,5,0,5,27881,37,27,117,27,9392,119,54,177,93,Matt,O'Brien,mobrien,outlaws
2019,1,0,3,74,81,7,0,0,0,0,0,0,52,0,2,0,0,0,0,0,13,2,92,20,6235,82,21,146,75,Bryce,Ring,bring,outlaws
2018,23,16,30,410,426,15,0,0,0,0,0,0,347,4,5,0,1,0,0,0,241,170,24,13,15157,373,181,197,141,Thomson,McKnight,tmcknight,rush
2013,52,41,0,210,235,25,0,0,0,0,0,0,243,7,19,0,26,1,0,0,98,77,114,71,0,0,0,0,0,Cameron,Harris,,
2019,34,25,34,266,285,16,1,0,0,0,0,0,304,5,6,1,0,0,0,0,218,160,43,19,16221,320,178,174,121,Andrew,Carroll,acarroll,rush
2017,26,9,17,259,312,46,0,0,0,0,0,0,232,3,19,0,145,18,126,798317,171,81,192,45,20857,373,126,419,214,Nick,Boucher,nboucher,outlaws
2019,8,4,2,116,123,7,1,0,0,0,0,0,96,1,7,0,15,3,11,66951,71,45,87,22,9088,145,67,162,80,Adam,Burgess,aburgess,thunderbirds
2021,3,0,2,38,41,1,0,0,80,185,1,1,32,0,0,0,0,0,0,0,21,12,9,4,2122,39,16,31,17,Matt,Theologidy,mtheologi,aviators
2018,4,4,8,61,74,10,0,0,0,0,0,0,51,1,5,0,24,5,18,121504,36,20,128,29,8936,141,49,214,107,Carson,Turner,cturner,outlaws
2014,36,24,21,227,257,23,0,0,0,0,0,0,265,7,18,0,24,3,21,119037,156,110,128,67,17151,349,177,281,199,Isaiah,Masek-Kelly,,
2016,16,8,2,98,106,7,0,0,0,0,0,0,93,2,6,0,10,1,9,68688,98,59,31,11,7124,144,70,101,53,John,Wodatch,jwodatch,empire
2021,0,0,0,1,1,0,0,0,20,11,0,0,1,0,0,0,0,0,0,0,1,0,11,2,708,4,2,13,6,Matthew,Ballman,mballman,phoenix
2022,0,0,1,9,10,1,0,0,48,40,1,0,9,0,0,0,0,0,0,0,4,2,33,4,2252,17,6,44,14,Dan,Vandam,dvandam,thunderbirds
2021,0,0,0,0,1,1,0,0,9,0,0,0,2,0,0,0,1,0,1,6029,0,0,19,3,1401,8,3,23,7,Cameron,Kennedy,ckennedy,outlaws
2016,3,2,6,58,60,1,0,0,0,0,0,0,52,1,0,0,0,0,0,0,51,34,12,7,3116,74,41,42,26,Kiron,Allen,kallen,flyers
2015,6,7,6,71,77,6,0,0,0,0,0,0,53,1,5,0,44,1,42,269337,4,2,93,48,4884,82,50,125,78,Jaret,Meron,jmeron,rush
2015,3,6,1,21,23,1,0,0,0,0,0,0,28,2,6,0,0,0,0,0,4,2,62,31,3805,68,33,94,64,Iain,Mackenzie,imackenzi,rush
2021,1,2,1,6,8,1,0,0,101,2,1,0,11,1,4,0,0,0,0,0,0,0,66,15,4176,37,15,87,38,Jon,Hallett,jhallett,outlaws
2012,22,31,0,118,136,18,0,0,0,0,0,0,167,8,6,0,0,0,0,0,87,80,91,31,0,0,0,0,0,Matthew,Glazer,,
2022,8,6,11,189,206,14,0,0,594,1306,14,8,156,4,3,0,62,4,0,0,101,63,92,19,11451,156,82,163,65,Greg,Ellis,gellis,outlaws
2018,4,26,4,60,73,12,0,0,0,0,0,0,91,2,14,0,1,0,1,7534,53,29,160,58,12401,223,87,277,177,Jonathan,Edwards,jedwards,rush
2021,0,1,3,36,39,3,0,0,70,238,0,0,27,0,0,0,0,0,0,0,25,11,0,0,1824,32,11,19,8,Connor,Boyle,cboyle,phoenix
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon,Hallett,jhallett,outlaws
2017,27,13,60,626,667,25,0,0,0,0,0,0,563,3,4,0,6,1,5,32291,355,242,40,25,21403,517,267,276,174,Thomson,McKnight,tmcknight,rush
2016,10,13,2,76,81,4,0,0,0,0,0,0,92,8,7,0,0,0,0,0,125,81,26,10,7949,188,91,117,75,Paul,Renaud,prenaud,outlaws
2015,8,15,8,71,87,16,0,0,0,0,0,0,94,2,17,0,26,5,17,107275,25,18,220,83,13824,234,101,337,213,Jacky,Hau,jhau,rush
2022,11,9,15,196,217,11,0,0,673,1422,5,3,150,1,9,0,10,0,0,0,112,74,127,28,15972,211,102,231,108,Carson,Turner,cturner,outlaws
2019,1,7,0,9,9,0,0,0,0,0,0,0,16,1,2,0,0,0,0,0,9,4,88,20,5529,64,24,123,59,Dan,LaFrance,dlafrance,rush
2017,45,21,36,289,320,25,0,0,0,0,0,0,311,9,11,0,50,4,45,283962,250,168,150,59,21822,463,227,363,229,Isaiah,Masek-Kelly,imasekkel,rush
2016,4,6,3,30,37,7,0,0,0,0,0,0,40,0,2,0,42,0,42,227486,42,20,70,14,6125,111,34,142,78,Kyle,Romard,kromard,revolution
2019,5,4,1,18,20,2,0,0,0,0,0,0,24,1,3,0,0,0,0,0,11,6,87,22,5858,64,28,120,57,Kieran,Charnock,kcharnock,rush
2021,0,1,1,4,4,0,0,0,14,26,0,0,3,1,1,0,0,0,0,0,0,0,9,2,623,7,2,14,7,Tristan,Green,tgreen,flyers
2018,26,14,28,213,239,23,0,0,0,0,0,0,218,9,18,0,44,4,40,262390,173,117,128,46,16981,348,161,289,187,Isaiah,Masek-Kelly,imasekkel,rush
2021,2,3,1,22,23,0,1,0,198,111,1,1,26,2,1,0,0,0,0,0,26,17,4,0,2018,37,17,24,14,John,Wodatch,jwodatch,cannons
2015,48,14,19,377,415,32,1,0,0,0,0,0,314,1,8,0,4,1,3,21179,241,165,26,12,15137,342,177,174,111,Dylan,Tunnell,dtunnell,hustle
2021,1,0,1,7,9,2,0,0,19,67,1,1,5,0,0,0,14,1,6,26714,0,0,23,4,1536,11,4,30,11,Kyle,Hunter,khunter,outlaws
2019,3,9,12,212,217,4,0,0,0,0,0,0,156,2,0,0,0,0,0,0,141,109,16,10,9827,199,119,94,59,Kiron,Allen,kallen,flyers
2018,4,6,11,135,140,4,0,1,0,0,0,0,131,1,2,0,0,0,0,0,78,57,92,25,8857,177,82,180,102,Henry,Furuta,hfuruta,legion
2018,12,20,27,188,205,14,0,0,0,0,0,0,206,2,5,0,2,0,0,0,186,111,53,20,14312,307,131,222,121,Nasser,M'Bae Vogel,nmbaevoge,royal
2021,6,14,14,279,291,9,1,0,886,1657,4,1,258,1,3,0,0,0,0,0,174,126,3,2,12078,223,128,92,53,Dylan,Power,dpower,radicals
2018,17,9,15,301,319,15,0,0,0,0,0,0,184,2,5,0,0,0,0,0,249,154,14,9,14112,350,163,193,107,Bryce,Ring,bring,outlaws
2016,17,9,11,107,118,9,1,0,0,0,0,0,125,1,2,0,0,0,0,0,160,92,21,7,9950,232,99,146,87,Andrew,Ouchterlony,aouchterl,outlaws
2014,14,44,10,108,128,16,0,0,0,0,0,0,170,6,4,0,0,0,0,0,223,121,38,10,16377,346,131,242,140,Ken,Wells,,
2017,6,3,6,36,42,4,1,0,0,0,0,0,43,3,3,0,1,0,1,3252,50,21,66,12,6392,117,33,145,78,Owen,Watt,owatt,outlaws
2019,12,6,18,147,157,8,0,0,0,0,0,0,131,1,4,0,0,0,0,0,49,33,127,33,12106,165,65,222,119,Jason,Huynh,jhuynh,rush
2016,3,3,6,86,94,7,0,0,0,0,0,0,71,0,4,0,3,2,1,3066,2,0,106,33,6665,83,33,155,83,Tristan,Green,tgreen,flyers
2021,0,0,2,29,34,5,0,0,-32,345,3,2,23,1,2,0,46,5,10,54808,7,3,56,6,4309,31,9,77,27,Jaret,Meron,jmeron,rush
2019,8,16,5,37,40,3,0,0,0,0,0,0,57,0,5,0,26,2,24,147596,23,10,172,49,11612,127,59,227,111,Josh,Hartzog,jhartzog,flyers
2017,1,2,0,10,13,2,0,0,0,0,0,0,15,0,2,0,0,0,0,0,5,1,71,12,3875,56,13,112,53,Kyle,Cantal,kcantal,outlaws
2016,74,20,27,563,606,42,0,0,0,0,0,0,474,6,5,0,11,2,8,59207,317,216,45,23,20100,448,237,238,144,Dylan,Tunnell,dtunnell,hustle
2021,8,2,4,62,69,5,0,0,434,263,4,1,64,0,4,0,20,1,19,130520,3,2,231,65,15885,124,67,285,146,Josh,Hartzog,jhartzog,flyers
2018,13,8,2,47,50,3,0,0,0,0,0,0,59,0,2,0,28,3,25,164856,18,4,170,58,12545,128,62,221,114,Josh,Hartzog,jhartzog,flyers
2021,13,13,15,130,140,8,0,0,960,884,4,4,120,1,3,0,0,0,0,0,114,76,64,21,11501,183,97,147,78,Jason,Huynh,jhuynh,rush
2018,1,3,1,11,13,1,0,0,0,0,0,0,15,1,5,0,0,0,0,0,2,0,106,35,5955,93,35,161,95,Dan,LaFrance,dlafrance,rush
2017,11,1,12,182,197,13,1,0,0,0,0,0,135,2,5,0,60,3,43,249341,53,25,187,59,13259,202,83,300,153,Matt,Theologidy,mtheologi,aviators
2022,25,6,15,289,321,22,0,0,739,2160,18,8,271,1,5,0,10,1,0,0,124,88,25,4,10317,174,91,104,56,Nick,Boucher,nboucher,outlaws
2021,1,3,1,8,8,0,0,0,126,29,0,0,10,0,3,0,0,0,0,0,0,0,62,12,3784,29,12,79,33,Braedan,Robinson,brobinson,outlaws
2021,8,10,8,80,83,3,0,0,1069,377,2,1,92,2,7,0,0,0,0,0,113,86,12,2,7687,146,88,69,41,Paul,Renaud,prenaud,outlaws
2018,21,6,6,256,294,29,0,0,0,0,0,0,227,1,3,0,7,0,4,16195,187,93,27,2,12761,290,95,215,112,Jay,Kinzel,jkinzel,mechanix
2022,0,2,0,6,7,0,0,0,88,9,0,0,9,0,6,0,0,0,0,0,9,1,54,7,3610,31,8,76,26,Dan,Benvenuti,dbenvenut,outlaws
2022,12,7,11,180,190,5,0,0,878,1123,2,0,159,1,6,0,95,4,0,0,119,76,124,23,16054,211,99,228,102,Ryan,Wallace,rwallace,outlaws
2019,26,22,29,340,367,24,1,0,0,0,0,0,292,9,8,0,16,4,12,57679,223,146,87,29,19180,382,174,279,171,Greg,Ellis,gellis,outlaws
2017,23,42,25,208,231,18,1,0,0,0,0,0,269,4,5,1,4,0,4,22435,226,153,72,32,18431,388,184,256,176,Mark,Fedorenko,mfedorenk,thunderbirds
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,317,0,0,12,1,Josh,Graber,jgraber,thunderbirds
2016,4,17,8,49,54,5,0,0,0,0,0,0,68,2,20,0,0,0,0,0,37,11,163,63,10003,178,74,248,145,Jonathan,Edwards,jedwards,rush
2016,1,12,5,39,46,6,0,0,0,0,0,0,55,3,15,0,0,0,0,0,21,7,188,61,11057,196,68,310,181,Matt,O'Brien,mobrien,outlaws
2016,23,6,14,130,166,32,0,0,0,0,0,0,115,4,31,0,170,19,151,932862,35,13,312,96,18212,305,109,498,284,Nick,Boucher,nboucher,outlaws
2019,4,6,4,43,51,6,0,0,0,0,0,0,50,4,8,1,11,0,11,55826,26,6,133,23,9485,116,28,209,93,Matt,O'Brien,mobrien,outlaws
2015,3,5,1,13,16,3,0,0,0,0,0,0,19,0,4,0,0,0,0,0,1,0,82,26,3615,50,26,104,54,Josh,Hartzog,jhartzog,flyers
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron,McAdams,amcadams,cannons
2022,11,21,15,112,122,7,0,0,1664,736,4,3,145,2,0,0,1,0,0,0,152,96,15,4,10733,193,99,103,48,Cameron,Kennedy,ckennedy,outlaws
2016,9,16,15,171,191,15,0,0,0,0,0,0,165,5,7,0,12,1,11,61830,124,60,120,24,14673,263,84,288,147,Evan,Howey,ehowey,express
2021,2,0,0,7,8,1,0,0,-8,58,1,1,6,0,0,0,0,0,0,0,0,0,12,4,832,6,4,14,6,Kyle,Dreger,kdreger,radicals
2016,8,2,7,158,180,15,1,0,0,0,0,0,138,1,7,0,0,0,0,0,41,21,56,15,6542,129,36,144,94,Brett,Hidaka,bhidaka,union
2019,0,6,1,17,21,3,0,0,0,0,0,0,27,2,2,0,3,0,3,16630,54,17,51,5,7139,103,22,121,54,Daniel,Viggiani,dviggiani,mechanix
2016,29,60,20,232,260,26,0,0,0,0,0,0,313,9,6,0,3,0,3,20620,253,169,50,27,16996,400,196,245,161,Mike,Lee,mlee,outlaws
2021,0,0,1,2,2,0,0,0,18,1,0,0,2,1,0,0,0,0,0,0,0,0,6,3,650,5,3,8,5,Greg,Mohler,gmohler,phoenix
2021,2,6,1,10,11,0,0,0,375,93,1,1,17,0,0,0,0,0,0,0,13,10,47,10,3736,34,20,61,25,Dan,LaFrance,dlafrance,rush
2015,10,27,12,77,90,12,0,0,0,0,0,0,104,0,18,0,1,0,1,4617,41,28,157,70,11200,193,98,243,157,Geoff,Powell,gpowell,rush
2016,31,12,29,451,485,24,0,0,0,0,0,0,378,0,4,0,0,0,0,0,243,173,39,22,17230,399,195,229,164,Thomson,McKnight,tmcknight,rush
2021,6,4,4,25,27,1,0,0,505,222,2,2,29,2,2,0,0,0,0,0,48,31,21,4,4703,73,35,57,31,Andrew,Ouchterlony,aouchterl,outlaws
2018,29,17,22,214,247,26,1,0,0,0,0,0,238,1,16,0,9,2,7,52019,210,148,53,18,15397,346,166,210,147,Cameron,Harris,charris,rush
2021,1,0,1,6,7,1,0,0,27,56,1,0,5,0,1,0,0,0,0,0,0,0,46,4,2717,12,4,52,14,Erich,Phang-Lynn,ephanglyn,outlaws
2016,7,10,9,110,120,6,0,0,0,0,0,0,122,8,11,0,15,0,14,87758,55,22,160,37,12384,185,59,272,133,Joey,Cretella,jcretella,flyers
2019,8,1,9,105,122,13,0,0,0,0,0,0,69,0,4,0,167,38,128,839572,31,12,181,46,13375,162,57,274,141,Jaret,Meron,jmeron,rush
2021,0,1,2,22,25,3,0,0,86,92,0,0,24,0,3,0,0,0,0,0,0,0,125,26,8231,71,26,164,75,Kyle,Cantal,kcantal,outlaws
2014,4,10,1,23,24,1,0,0,0,0,0,0,31,0,10,0,0,0,0,0,6,3,106,43,6225,100,46,153,96,Remi,Ojo,,
2021,0,0,0,1,1,0,0,0,17,12,0,0,1,0,3,0,0,0,0,0,0,0,11,7,892,9,7,13,10,Jake,Raatz,jraatz,windchill
2018,7,0,5,57,64,7,0,0,0,0,0,0,50,0,0,0,21,1,20,125264,4,0,79,26,4868,49,26,101,45,Tristan,Green,tgreen,flyers
2021,0,0,0,2,4,1,0,0,11,7,0,0,2,0,0,0,9,0,9,42828,1,0,19,3,1447,11,3,26,10,John,Buss,jbuss,thunderbirds
2019,1,3,2,22,30,6,0,0,0,0,0,0,25,1,0,0,26,2,24,156849,23,11,48,8,4008,55,18,84,36,Erik,Hunter,ehunter,outlaws
2018,0,0,1,6,8,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,6,9,0,819,14,6,16,5,Adam,Burgess,aburgess,hustle
2018,6,9,4,59,69,8,0,0,0,0,0,0,58,2,1,0,14,0,13,67480,63,43,98,28,9060,155,71,177,96,Erik,Hunter,ehunter,outlaws
2019,22,13,24,482,507,17,0,0,0,0,0,0,444,4,3,0,0,0,0,0,247,169,31,17,18276,365,185,197,134,Thomson,McKnight,tmcknight,rush
2017,0,0,1,3,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,1,0,638,10,4,7,5,Mike,Lee,mlee,outlaws
2017,19,23,9,92,110,16,0,0,0,0,0,0,123,1,4,0,2,0,2,6095,153,94,31,4,10683,223,98,148,78,Mike,Arcata,marcata,phoenix
2021,6,2,2,43,45,2,0,0,116,496,5,4,34,0,1,0,10,0,10,67483,21,16,15,3,2693,36,19,29,15,Dylan,Tunnell,dtunnell,hustle
2014,6,12,10,88,95,6,0,0,0,0,0,0,103,0,17,0,1,0,1,4150,52,31,115,49,11089,194,80,221,147,Geoff,Powell,,
2016,3,13,4,26,27,1,0,0,0,0,0,0,36,1,10,0,0,0,0,0,7,4,122,44,6152,90,48,161,85,Iain,Mackenzie,imackenzi,rush
2019,1,4,3,18,24,6,0,0,0,0,0,0,28,0,10,0,1,0,1,4957,21,5,106,29,8207,116,34,180,98,Remi,Ojo,rojo,rush
2019,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4500,0,0,9,2,424,4,2,11,4,Kyle,Dew,kdew,empire
2021,7,20,21,165,173,7,1,0,2162,796,8,5,193,4,2,0,13,1,12,83764,221,138,27,5,15095,271,143,151,71,Kyle,Romard,kromard,alleycats
2015,9,11,11,136,144,5,0,0,0,0,0,0,114,3,2,0,2,0,2,8523,132,97,40,24,9449,234,121,143,106,Nathan,Hirst,nhirst,rush
2019,26,19,11,141,160,17,0,0,0,0,0,0,172,2,6,0,15,1,13,76896,146,93,94,27,14432,276,120,236,141,Mike,Arcata,marcata,phoenix
2015,57,55,39,366,405,29,0,0,0,0,0,0,433,8,26,0,21,1,18,108241,310,231,83,32,21552,509,263,294,210,Isaiah,Masek-Kelly,imasekkel,rush
2022,4,6,7,41,44,3,0,0,465,288,2,1,46,2,7,0,0,0,0,0,46,28,70,11,7135,94,39,123,53,Matt,O'Brien,mobrien,outlaws
2021,6,8,7,78,89,7,0,0,608,626,7,4,75,1,13,0,91,13,64,424693,30,20,150,37,11902,132,57,221,109,Carson,Turner,cturner,outlaws
2018,8,12,7,73,82,6,0,0,0,0,0,0,92,2,9,0,0,0,0,0,24,12,190,63,12846,186,74,291,170,Jacky,Hau,jhau,rush
2016,25,29,16,191,215,18,0,0,0,0,0,0,240,3,11,0,2,1,1,4432,200,134,51,22,15155,330,156,209,142,Cameron,Harris,charris,rush
2019,0,2,1,15,16,1,0,0,0,0,0,0,16,1,4,0,0,0,0,0,4,0,67,11,3964,52,10,106,51,Ryan,Wallace,rwallace,outlaws
2014,42,15,51,563,593,20,0,0,0,0,0,0,498,0,11,0,13,0,13,81130,221,160,106,54,19738,408,214,283,196,Thomson,McKnight,,
2015,39,8,48,608,655,37,0,0,0,0,0,0,569,1,8,0,15,0,15,94588,309,229,53,24,20817,486,253,264,187,Thomson,McKnight,tmcknight,rush
2019,3,4,1,21,23,2,0,0,0,0,0,0,25,2,8,0,0,0,0,0,18,4,120,19,8151,92,22,187,76,Jon,Hallett,jhallett,outlaws
2019,6,1,2,28,31,3,0,0,0,0,0,0,24,0,0,0,5,0,3,19743,5,1,59,14,3096,30,15,73,25,Tristan,Green,tgreen,flyers
2021,2,1,3,18,20,1,0,0,97,110,1,1,22,0,0,0,0,0,0,0,9,5,94,18,5930,51,23,120,46,Alex,Guerrero,aguerrero,cannons
2018,10,6,3,60,72,12,0,0,0,0,0,0,70,1,9,0,0,0,0,0,23,9,84,37,7323,113,45,147,95,Geoff,Powell,gpowell,rush
2019,40,34,25,284,311,23,0,0,0,0,0,0,309,3,9,0,13,2,11,77722,255,179,60,22,19769,395,200,238,163,Cameron,Harris,charris,rush
2013,5,23,0,49,57,8,0,0,0,0,0,0,77,3,10,0,1,0,0,0,115,60,64,24,0,0,0,0,0,Ken,Wells,,
2021,1,2,1,14,15,1,0,0,240,80,1,1,18,0,1,0,0,0,0,0,5,2,53,7,4632,38,9,81,36,Bryan,Kuo,bkuo,rush
2019,0,1,0,6,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,5,575,11,5,15,11,Kyle,Dreger,kdreger,radicals
2018,7,16,15,278,292,12,0,0,0,0,0,0,253,0,1,0,0,0,0,0,208,149,29,15,12952,289,164,144,82,Kiron,Allen,kallen,flyers
2014,22,17,16,336,367,26,0,0,0,0,0,0,315,6,1,0,0,0,0,0,229,142,18,9,15153,345,151,206,129,Michael,Ames,,
2022,5,3,1,30,33,1,0,0,296,214,2,1,35,0,7,0,0,0,0,0,10,6,140,20,9643,69,26,183,66,Braedan,Robinson,brobinson,outlaws
2016,1,0,4,14,22,6,0,0,0,0,0,0,11,2,1,0,0,0,0,0,11,4,19,5,1112,24,9,34,13,Jason,Huynh,jhuynh,rush
2021,6,4,9,140,150,9,0,0,230,607,4,1,132,2,4,0,1,0,1,4957,112,70,23,9,8599,153,79,97,50,Adam,Burgess,aburgess,thunderbirds
2021,0,0,0,2,3,1,0,0,2,10,1,0,3,0,0,0,0,0,0,0,4,2,12,0,707,8,2,18,5,Daniel,Viggiani,dviggiani,mechanix
2015,16,2,17,161,179,17,0,0,0,0,0,0,116,1,4,0,28,2,25,163702,36,20,178,55,11026,169,75,268,140,Tristan,Green,tgreen,flyers
2017,1,6,2,13,15,0,0,0,0,0,0,0,20,1,4,0,0,0,0,0,9,3,91,19,5360,77,22,142,71,Matt,O'Brien,mobrien,outlaws
2021,3,2,3,43,45,2,0,1,53,228,1,0,41,0,0,0,4,0,4,24815,14,7,102,21,7175,55,28,128,48,Chris,Ginet,cginet,alleycats
2014,56,46,31,329,365,34,0,0,0,0,0,0,370,7,25,0,32,4,28,183691,213,158,145,74,21196,441,232,332,239,Cameron,Harris,,
2017,9,10,15,97,105,7,0,0,0,0,0,0,113,2,7,0,0,0,0,0,155,95,65,12,11770,248,107,191,103,Paul,Renaud,prenaud,outlaws
2019,18,25,5,76,92,16,0,0,0,0,0,0,117,7,3,1,0,0,0,0,170,116,29,16,12741,256,131,148,93,David,Colic,dcolic,outlaws
2014,2,9,3,34,35,1,0,0,0,0,0,0,43,2,11,0,0,0,0,0,12,7,107,47,6728,108,54,152,98,Jacky,Hau,,
2021,1,2,1,27,32,3,0,0,214,47,3,0,34,0,4,0,30,2,28,198522,5,4,89,24,6718,60,28,119,59,Joey,Cretella,jcretella,flyers
2021,3,0,3,18,20,2,0,0,59,311,3,2,13,0,0,0,7,0,7,44950,22,18,10,4,2158,35,22,23,13,Jake,Lochhead,jlochhead,outlaws
2017,14,9,12,192,223,27,0,0,0,0,0,0,125,1,6,0,194,17,175,1103536,51,29,217,73,15233,239,102,343,190,Jaret,Meron,jmeron,rush
2021,5,6,13,179,185,4,0,0,151,1014,6,4,165,0,1,0,0,0,0,0,96,61,9,3,7665,124,64,66,35,Henry,Furuta,hfuruta,legion
2015,18,9,16,111,135,19,0,0,0,0,0,0,131,4,14,0,2,0,2,15051,75,44,234,69,16018,274,113,380,214,Joey,Cretella,jcretella,flyers
2018,12,19,9,86,99,10,0,0,0,0,0,0,107,4,4,1,0,0,0,0,107,83,25,10,6977,175,92,100,71,Nathan,Hirst,nhirst,rush
2021,0,1,0,10,13,2,0,0,80,8,0,0,7,1,3,0,0,0,0,0,1,1,42,5,3012,24,6,58,26,Matt,Kishi,mkishi,rush
2017,6,1,15,205,229,21,0,0,0,0,0,0,158,1,4,0,7,1,6,40899,100,58,118,33,12756,237,91,252,144,Michael,Ames,mames,alleycats
2021,1,0,1,23,23,0,0,0,14,68,0,0,14,0,1,0,0,0,0,0,0,0,66,18,3483,30,18,78,32,Bryce,Ring,bring,outlaws
2016,19,5,29,584,620,30,1,0,0,0,0,0,486,4,4,0,0,0,0,0,306,201,38,21,19209,458,222,264,168,Michael,Ames,mames,alleycats
2021,6,12,13,102,107,5,0,0,1148,469,1,1,118,5,1,0,0,0,0,0,131,82,1,0,9325,165,82,84,39,Matthew,Glazer,mglazer,phoenix
2013,42,12,0,521,555,34,0,0,0,0,0,0,430,4,14,0,85,8,0,0,150,112,147,93,0,0,0,0,0,Thomson,McKnight,,
2022,16,44,14,125,131,6,0,0,3033,793,7,6,171,6,5,1,0,0,0,0,267,186,0,0,17377,342,185,152,82,David,Colic,dcolic,outlaws
2018,18,16,12,186,196,10,0,0,0,0,0,0,182,0,10,0,0,0,0,0,42,26,178,63,13894,209,89,283,170,Jason,Huynh,jhuynh,rush
2022,0,0,0,4,4,0,0,0,6,27,0,0,2,0,0,0,0,0,0,0,0,0,10,2,674,4,2,12,4,Alex,Cameron,acameron,outlaws
2017,20,13,25,199,215,15,0,0,0,0,0,0,221,2,5,0,0,0,0,0,283,176,23,5,17052,411,181,238,142,Andrew,Ouchterlony,aouchterl,outlaws
2016,1,1,0,6,7,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,4,16,6,1798,32,10,37,24,Bryan,Yue,byue,rush
2018,2,5,3,42,46,4,0,0,0,0,0,0,42,1,6,0,0,0,0,0,14,4,163,43,10049,137,47,249,127,Kyle,Cantal,kcantal,outlaws
2021,15,7,9,79,90,8,0,0,747,733,11,7,93,0,2,0,0,0,0,0,96,70,1,0,6026,123,70,51,27,Mike,Lee,mlee,outlaws
2018,5,15,5,66,77,9,0,0,0,0,0,0,79,6,10,0,7,0,5,27306,50,28,205,54,15047,223,82,332,181,Matt,O'Brien,mobrien,outlaws
2021,9,6,9,82,89,6,0,0,649,704,4,4,93,1,5,0,7,2,0,0,45,30,104,27,9564,115,57,159,78,Iain,Mackenzie,imackenzi,rush
2017,12,13,14,182,206,21,0,0,0,0,0,0,164,2,5,0,135,9,126,834180,101,57,182,59,17318,282,116,332,197,John,Wodatch,jwodatch,empire
2018,20,23,8,108,135,25,0,0,0,0,0,0,157,5,4,0,0,0,0,0,199,125,28,11,14228,316,135,204,135,Owen,Watt,owatt,thunderbirds
2017,11,13,10,81,87,5,0,0,0,0,0,0,91,1,21,0,1,0,1,982,22,11,242,84,13404,199,95,334,178,Marijo,Zlatic,mzlatic,rush
2015,36,6,45,742,777,27,1,0,0,0,0,0,649,4,2,0,0,0,0,0,296,205,45,25,20776,466,230,272,179,Michael,Ames,mames,alleycats
2021,3,4,1,20,21,1,0,0,231,49,0,0,25,1,0,0,0,0,0,0,41,26,8,3,3067,51,29,30,13,Ryan,Turner,rturner,glory
2021,5,4,5,63,70,3,1,0,198,471,4,3,67,3,2,0,0,0,0,0,65,43,60,11,7502,99,54,102,38,Michael,Ames,mames,alleycats
2018,9,16,5,58,62,4,1,0,0,0,0,0,77,2,18,0,0,0,0,0,50,26,205,59,15315,262,85,363,217,Zach,Marbach,zmarbach,legion
